NAME_OF_DISTRICT_COUNCIL_DISTRICT_EN,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DISTRICT_TC,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DISTRICT_SC,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH,GeometryLongitude,GeometryLatitude
Sai Kung,TSEUNG KWAN O PLAZA,"TONG TAK STREET, SAI KUNG",西貢區,將軍澳廣場,西貢 唐德街,西贡区,将军澳广场,西贡 唐德街,0,3,0,0,0,0,5,0,0,-,-,114.2623880000001,22.309105000000045
Sai Kung,Sheung Tak Car Park A ,"Sheung Tak Plaza, 2 Tong Ming Street, Tseung Kwan O, New Territories",西貢區,尚德A停車場,新界將軍澳唐明街2號尚德廣場,西贡区,尚德A停车场,新界将军澳唐明街2号尚德广场,0,0,0,9,1,1,1,0,4,-,-,114.2600000000001,22.311740000000043
Sai Kung,The Wings II,"TONG CHUN STREET, SAI KUNG",西貢區,天晉II,西貢 唐俊街,西贡区,天晋II,西贡 唐俊街,0,0,0,0,0,0,2,0,0,-,-,114.26101900000003,22.306434000000024
Sai Kung,Park Central Shopping Arcade,"TONG TAK STREET, SAI KUNG",西貢區,將軍澳中心(商業中心)(第一及第二期),西貢 唐德街,西贡区,将军澳中心(商业中心)(第一及第二期),西贡 唐德街,11,2,0,12,0,0,2,0,6,-,-,114.25786300000004,22.30755800000003
Sai Kung,Kau Sai Chau Public Golf Course Car Park,WAI MAN ROAD,西貢區,滘西洲公眾高爾夫球場停車場,惠民路,西贡区,滘西洲公众高尔夫球场停车场,惠民路,0,0,0,0,1,1,1,0,0,-,-,114.27677500000004,22.384033000000045
Sai Kung,Papillons Square Car Park,"The Papillons, 21 Tong Chun Street, Tseung Kwan O, N.T.",西貢區,翩滙坊停車場,將軍澳唐俊街21號海翩滙,西贡区,翩滙坊停车场,将军澳唐俊街21号海翩滙,0,3,0,0,0,0,0,0,0,-,-,114.26262700000007,22.30326800000006
Sai Kung,The Pier Hotel,"9 Pak Shan Wan Street, Sai Kung",西貢區,The Pier Hotel,西貢白少灣街9號,西贡区,The Pier Hotel,西贡白少湾街9号,0,3,0,0,0,0,0,0,0,-,-,114.25930000000005,22.363341000000048
Sai Kung,Verbena Heights,8 Mau Tai Road,西貢區,茵怡花園,將軍澳貿泰路8號,西贡区,茵怡花园,将军澳贸泰路8号,0,3,0,0,0,0,0,0,0,-,-,114.25641000000007,22.321948000000077
Sai Kung,Mount Pavilia,"663 Clear Water Bay Rd, Clear Water Bay",西貢區,傲瀧,清水灣清水灣道663號,西贡区,傲泷,清水湾清水湾道663号,0,0,0,0,0,0,2,0,0,-,-,114.2603150000001,22.33587700000004
Sai Kung,The LOHAS,"1 LOHAS PARK ROAD, TSEUNG KWAN O, N.T. HONG KONG",西貢區,The LOHAS康城,香港新界將軍澳康城路1號,西贡区,The LOHAS康城,香港新界将军澳康城路1号,0,0,0,0,0,0,4,0,6,Tesla Wall Connector,-,114.27011400000004,22.293985000000077
Sai Kung,Corinthia by the Sea,"23 Tong Yin Street, Tseung Kwan O",西貢區,帝景灣,將軍澳唐賢街23號,西贡区,帝景湾,将军澳唐贤街23号,84,0,0,0,0,0,0,0,0,-,-,114.2595080000001,22.303627000000063
Sai Kung,PopWalk,"12 Tong Chun St, Tseung Kwan O",西貢區,天晉滙,將軍澳唐俊街12號,西贡区,天晋汇,将军澳唐俊街12号,2,0,0,0,0,0,2,0,0,-,-,114.26136500000007,22.30630000000008
Sai Kung,Alto Public Car Park,"No.29 Tong Yin Street, Tseung Kwan O",西貢區,藍塘傲公衆停車場,將軍澳唐賢街29號,西贡区,蓝塘傲公衆停车场,将军澳唐贤街29号,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-,114.25822500000004,22.302700000000073
Sai Kung,Choi Ming Car Park 1 ,"Choi Ming Shopping Centre, 1 Choi Ming Street, Tiu Keng Leng, Tseung Kwan O, New Territories",西貢區,彩明1號停車場,新界將軍澳調景嶺彩明街1號彩明商場,西贡区,彩明1号停车场,新界将军澳调景岭彩明街1号彩明商场,0,21,0,10,0,2,0,0,0,Tesla Wall Connector / Supercharger,-,114.25244600000008,22.306660000000022
Sai Kung,Tseung Kwan O Swimming Pool,"9 Wan Lung Road, Tseung Kwan O",西貢區,將軍澳游泳池,將軍澳運隆路9號,西贡区,将军澳游泳池,将军澳运隆路9号,0,4,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.26012400000002,22.317913000000033
Sai Kung,Tseung Kwan O Sports Ground,"109 Po Hong Road, Tseung Kwan O",西貢區,將軍澳運動場,將軍澳寶康路109號,西贡区,将军澳运动场,将军澳宝康路109号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.26316100000008,22.31162800000004
Sai Kung,Tiu Keng Leng Sports Centre,"2 Chui Ling Road, Tseung Kwan O",西貢區,調景嶺體育館,將軍澳翠嶺路2號,西贡区,调景岭体育馆,将军澳翠岭路2号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.25471500000003,22.30589100000003
Sai Kung,"Shaw Studios, Shaw House",Pak Shing Kok,西貢區,邵氏影城 邵氏大樓,百勝角,西贡区,邵氏影城 邵氏大楼,百胜角,0,0,0,0,0,0,7,0,0,-,-,114.27298200000007,22.30291200000005
Sai Kung,"Shaw Studios, Production Building","201 Wan Po Rd, Tseung Kwan O",西貢區,邵氏影城 製作大樓,"Shaw Studios, Production Building 邵氏影城 製作大樓",西贡区,邵氏影城 制作大楼,"Shaw Studios, Production Building 邵氏影城 制作大楼",0,0,0,0,0,0,3,0,0,-,-,114.27330700000005,22.300088000000073
Sai Kung,Clear Water Bay Golf & Country Club,"139 Tai Au Mun Rd, Clear Water Bay",西貢區,清水灣鄉村俱樂部,清水灣大坳門路139號,西贡区,清水湾乡村俱乐部,清水湾大坳门路139号,0,2,0,0,0,0,3,0,0,-,-,114.29831200000001,22.26443400000005
Sai Kung,Ocean PopWalk,"28 Tong Chun St, Tseung Kwan O",西貢區,海天晉滙,將軍澳唐俊街28號,西贡区,海天晋汇,将军澳唐俊街28号,0,0,0,0,0,0,0,0,6,Tesla Wall Connector,-,114.26069000000007,22.303930000000037
Sai Kung,Yung Ming Court Car Park,"5 Chi Shin Street, Tseung Kwan O,  New Territories",西貢區,雍明苑停車場,將軍澳至善街5號,西贡区,雍明苑停车场,将军澳至善街5号,9,1,0,0,0,0,0,0,0,-,-,114.26395500000001,22.304527000000064
Sai Kung,WM Hotel,WAI MAN ROAD,西貢區,WM Hotel,惠民路,西贡区,WM Hotel,惠民路,0,0,0,10,0,0,9,0,3,-,-,114.27592200000004,22.385943000000054
Sai Kung,Kin Ming Car Park A ,"Kin Ming Estate Car Park, 1 Choi Ming Street, Tiu Keng Leng, Tseung Kwan O, New Territories",西貢區,健明A停車場,新界將軍澳調景嶺彩明街1號健明邨停車場,西贡区,健明A停车场,新界将军澳调景岭彩明街1号健明邨停车场,0,12,0,10,0,8,0,0,4,Tesla Wall Connector / Supercharger,-,114.25110800000004,22.306028000000026
Sai Kung,MCP Discovery,"8 Mau Yip Rd, Metro City",西貢區,新都城中心3期,貿泰路8號,西贡区,新都城中心3期,贸泰路8号,0,5,0,0,0,4,0,0,0,-,-,114.25708100000008,22.32187700000003
Sai Kung,Advanced Manufacturing Centre ,"18 Chun Cheong St, Tseung Kwan O Industrial Estate",西貢區,‎先進製造業中心,將軍澳工業邨駿昌街18號,西贡区,‎先进制造业中心,将军澳工业邨骏昌街18号,0,0,0,10,0,0,0,0,6,Tesla Wall Connector / Supercharger,-,114.27280200000007,22.287959000000058
Sai Kung,Data Technology Hub,"7 Chun Cheong St, Tseung Kwan O Industrial Estate",西貢區,數據技術中心,將軍澳工業邨駿昌街7,西贡区,数据技术中心,将军澳工业邨骏昌街7,0,30,0,0,0,0,6,0,0,-,-,114.2727020000001,22.287994000000026
Sai Kung,Twin Peak,"9 Chi Shin St, Tseung Kwan O",西貢區,嘉悅,將軍澳至善街9號,西贡区,嘉悦,将军澳至善街9号,0,2,0,0,0,0,0,0,0,-,-,114.2608580000001,22.304794000000072
Sai Kung,TKO Gateway East,"TKO Gateway, 2 Sheung Ning Rd, Tseung Kwan O",西貢區,TKO Gateway 東翼,將軍澳常寧路2號重華路近厚德邨,西贡区,TKO Gateway 东翼,将军澳常宁路2号重华路近厚德邨,0,7,0,0,0,8,0,0,0,-,-,114.26694200000009,22.31742200000008
Sai Kung,TKO Gateway West,"TKO Gateway, 2 Sheung Ning Rd, Tseung Kwan O",西貢區,TKO Gateway 西翼,將軍澳常寧路2號,西贡区,TKO Gateway 西翼,将军澳常宁路2号,0,9,0,0,0,0,0,0,0,-,-,114.26427100000001,22.31769500000007
Sai Kung,Yau Yue Wan Village,"Yau Yue Wan Tsuen Village Office, 89 Yau Yue Wan Village Road, Tseung Kwan O",西貢區,魷魚灣村,魷魚灣村道89號魷魚灣村公所,西贡区,鱿鱼湾村,鱿鱼湾村道89号鱿鱼湾村公所,0,0,0,0,0,0,0,0,0,-,-,114.26023200000009,22.327349000000027
Sai Kung,Po Lam Car Park ,"Po Lam Shopping Centre, 18 Po Lam Road North, Tseung Kwan O, New Territories",西貢區,寶林停車場,新界將軍澳寶琳北路18號寶林商場,西贡区,宝林停车场,新界将军澳宝琳北路18号宝林商场,0,19,0,0,0,0,0,0,0,-,-,114.25467000000003,22.326221000000032
Sai Kung,Metro Town Car Park,"8 King Ling Road, Tseung Kwan O, NT",西貢區,都會駅停車場,新界將軍澳景嶺路8號,西贡区,都会駅停车场,新界将军澳景岭路8号,0,2,0,0,0,2,0,0,0,-,-,114.25181600000008,22.304410000000075
Sai Kung,Wo Ming Court,"8 Ngan O Rd, Tseung Kwan O",西貢區,和明苑,將軍澳銀澳路8號,西贡区,和明苑,将军澳银澳路8号,0,14,0,0,0,0,0,0,0,-,-,114.26674700000001,22.314523000000065
Sai Kung,Monterey,"TONG CHUN STREET, SAI KUNG",西貢區,Monterey,西貢 唐俊街,西贡区,Monterey,西贡 唐俊街,0,0,0,0,0,4,2,0,0,-,-,114.26266800000008,22.30258900000007
Sai Kung,Mount Verdant,"48 Chui Ling Road, Tseung Kwan O",西貢區,翠嶺峰,將軍澳翠嶺路48號,西贡区,翠岭峰,将军澳翠岭路48号,39,0,0,0,0,0,0,0,0,-,-,114.2512190000001,22.307652000000076
Sai Kung,Radiant Towers,"1 Yuk Nga Ln, Tseung Kwan O",西貢區,旭輝臺,將軍澳毓雅里1號,西贡区,旭辉台,将军澳毓雅里1号,0,2,0,0,0,0,0,0,0,-,-,114.254726,22.323758000000055
Sai Kung,SERENITY PLACE,"PO HONG ROAD, SAI KUNG",西貢區,怡心園,西貢 寶康路,西贡区,怡心园,西贡 宝康路,0,2,0,0,0,0,0,0,0,-,-,114.25367000000006,22.322452000000055
Sai Kung,THE PINNACLE,"WAN HANG ROAD, SAI KUNG",西貢區,疊翠軒,西貢 運亨路,西贡区,迭翠轩,西贡 运亨路,0,6,0,0,0,0,0,0,0,-,-,114.25816300000008,22.320490000000063
Sai Kung,Ming Tak Car Park ,"Ming Tak Shopping Centre, 10 Pui Shing Lane, Tseung Kwan O, New Territories",西貢區,明德停車場,新界將軍澳培成里10號明德商場,西贡区,明德停车场,新界将军澳培成里10号明德商场,0,0,0,0,2,2,0,0,0,-,-,114.26860600000009,22.316521000000023
Sai Kung,Savannah,"CHI SHIN STREET, SAI KUNG",西貢區,Savannah,西貢 至善街,西贡区,Savannah,西贡 至善街,0,0,0,0,0,0,3,0,0,-,-,114.26440800000012,22.305556000000024
Sai Kung,Capri,"TONG YIN STREET, SAI KUNG",西貢區,Capri,西貢 唐賢街,西贡区,Capri,西贡 唐贤街,0,0,0,0,0,0,3,0,0,-,-,114.25724000000002,22.302681000000064
Sai Kung,Yan Ming Court Car Park ,"Yan Ming Court Retail and Car Park, 100 Po Lam Road North, Tseung Kwan O, New Territories",西貢區,欣明停車場,新界將軍澳寶琳北路100號欣明苑商舖及停車場,西贡区,欣明停车场,新界将军澳宝琳北路100号欣明苑商铺及停车场,0,12,0,0,0,0,0,0,0,-,-,114.2590570000001,22.324448000000075
North,Fanling Town Centre,"FANLING STATION ROAD, NORTH",北區,粉嶺名都,北區 粉嶺車站路,北区,粉岭名都,北区 粉岭车站路,0,0,0,0,0,0,3,0,0,-,-,114.1391910000001,22.492746000000068
North,LANDMARK NORTH,"LUNG SUM AVENUE, NORTH",北區,上水廣場,北區 龍琛路,北区,上水广场,北区 龙琛路,2,0,0,0,0,0,2,0,4,Tesla Supercharger,-,114.12774000000002,22.502590000000055
North,Avon Park,"15 Yat Ming Road, Fanling",北區,碧湖花園,粉嶺一鳴路15號,北区,碧湖花园,粉岭一鸣路15号,0,2,0,0,0,4,0,0,0,-,-,114.14342900000008,22.486910000000023
North,Cambridge Plaza,"188 San Wan Road, Sheung Shui",北區,劍橋廣場,上水新運路188號,北区,剑桥广场,上水新运路188号,1,0,0,0,0,0,0,0,0,-,-,114.12228300000004,22.506643000000054
North,Grand Regentville,"9 Wo Mun Street, Luen Wo Hui, Fanling",北區,御庭軒,粉嶺聯和墟和滿街9號,北区,御庭轩,粉岭联和墟和满街9号,2,0,0,0,0,0,0,0,0,-,-,114.14488600000004,22.499878000000024
North,Regentville,"8 Wo Mun Street, Luen Wo Hui, Fanling",北區,帝庭軒,粉嶺聯和墟和滿街8號,北区,帝庭轩,粉岭联和墟和满街8号,2,0,0,8,0,0,0,0,3,-,-,114.14361400000007,22.500190000000032
North,SHEUNG SHUI CENTRE,"CHI CHEONG ROAD, NORTH",北區,上水中心,北區 智昌路,北区,上水中心,北区 智昌路,1,0,0,0,0,0,0,0,0,-,-,114.12982000000011,22.50098900000006
North,Choi Yuen Car Park C,"Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui, New Territories",北區,彩園C停車場,新界上水彩園路8號彩園廣場,北区,彩园C停车场,新界上水彩园路8号彩园广场,0,0,0,0,1,1,5,0,0,-,-,114.12676500000009,22.500147000000027
North,North District Government Offices,"No. 3 Pik Fung Road, Fanling, New Territories, Hong Kong",北區,北區政府合署,香港新界粉嶺璧峰路3號,北区,北区政府合署,香港新界粉岭璧峰路3号,0,26,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.13826800000004,22.494642000000056
North,Wah Sum Estate Car Park,"18 Yat Ming Rd, Fanling",北區,華心邨停車場,粉嶺一鳴路18號,北区,华心邨停车场,粉岭一鸣路18号,0,0,0,0,1,1,1,0,0,-,-,114.14216600000009,22.486808000000053
North,Metropolis Plaza,"8 Lung Wan Street, Sheung Shui",北區,新都廣場,上水龍運街8號,北区,新都广场,上水龙运街8号,2,0,0,0,0,0,2,0,0,-,-,114.12930800000004,22.502504000000044
North,Po Shek Wu Estate,"Choi Yuen Road, Sheung Shui, N.T.",北區,寶石湖邨,新界上水寶石湖路與彩園路路口,北区,宝石湖邨,新界上水宝石湖路与彩园路路口,47,10,0,0,0,0,0,0,0,-,-,114.12470000000008,22.503330000000062
North,Po Wing Road Sports Centre,"19 Pak Wo Road, Sheung Shui",北區,保榮路體育館,上水百和路19號,北区,保荣路体育馆,上水百和路19号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.12834900000007,22.496931000000075
North,Fai Ming Estate,FAI MING ROAD,北區,暉明邨,暉明路,北区,晖明邨,晖明路,1,0,0,0,0,0,0,0,0,-,-,114.13625600000012,22.48115800000005
North,Commune Modern,"28 Wo Fung St, Fanling",北區,囍逸,粉嶺聯和墟和豐街28號,北区, 囍逸,粉岭联和墟和丰街28号,30,87,0,0,0,0,3,0,0,-,-,114.14278500000012,22.49853600000006
North,North District Sports Ground,"26 Tin Ping Road, Sheung Shui",北區,北區運動場,新界上水天平路26號北區運動場,北区,北区运动场,新界上水天平路26号北区运动场,0,8,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.13047000000006,22.506212000000062
North,Wo Hing Sports Centre,"No.8 Wo Ming Lane, Fanling",北區,和興體育館,粉嶺和鳴里8號地下,北区,和兴体育馆,粉岭和鸣里8号地下,0,4,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.14312700000005,22.484745000000032
North,Sheung Shui Swimming Pool,"38 Tin Ping Road, Sheung Shui",北區,上水游泳池,上水天平路38號,北区,上水游泳池,上水天平路38号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.13158400000009,22.505968000000053
North,Green Code,"MA SIK ROAD, NORTH",北區,逸峯,北區 馬適路,北区,逸峯,北区 马适路,0,0,0,0,0,4,0,0,0,-,-,114.14601300000004,22.500987000000066
North,Fanling Swimming Pool,"73 San Wan Road, Fanling",北區,粉嶺游泳池,粉嶺新運路73號,北区,粉岭游泳池,粉岭新运路73号,0,5,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.13642100000004,22.494781000000046
North,Queens Hill Shopping Centre,LUNG MA ROAD,北區,皇后山商場停車場,龍馬路,北区,皇后山商场停车场,龙马路,56,33,0,0,0,0,0,0,0,-,-,114.156698,22.50358700000004
North,Shan Lai Court,"88 Lung Ma Rd, Kwan Tei",北區,山麗苑,軍地龍馬路88號,北区,山丽苑,军地龙马路88号,18,0,0,0,0,0,0,0,0,-,-,114.15978900000005,22.504008000000056
North,CHOI PO COURT,"PO SHEK WU ROAD, NORTH",北區,彩蒲苑,北區 寶石湖路,北区,彩蒲苑,北区 宝石湖路,0,0,0,0,0,0,0,0,0,-,-,114.12458800000002,22.50229100000007
North,Heung Yuen Wai BCP Public Car Park-Private Car & Motorcycle,"Mezzanine Floor of Passenger Terminal Building, Heung Yuen Wai Boundary Control Point, New Territories, Hong Kong",北區,香園圍口岸公眾停車場-私家車及電單車,香港新界香園圍邊境管制站旅檢大樓閣樓,北区,香园围口岸公众停车场-私家车及电单车,香港新界香园围边境管制站旅检大楼阁楼,0,126,0,0,0,0,0,0,0,-,-,114.15362700000003,22.55267800000007
North,Cheung Lung Wai Estate,"Cheung Lung Wai Estate, North, New Territories",北區,祥龍圍邨,"祥龍圍邨, 北區, 新界",北区,祥龙围邨,"祥龙围邨, 北区, 新界",0,1,0,0,0,0,0,0,0,-,-,114.12343600000008,22.495129000000077
North,Ho Sheung Heung,"D95 Lot HSHL1, 1080RP, Ho Sheung Heung Village",北區,河上鄉,"河上鄉 DD95 Lot HSHL1, 1080RP (近美味棧對出)",北区,河上乡,"河上乡 DD95 Lot HSHL1, 1080RP (近美味栈对出)",0,0,0,0,0,0,1,0,0,-,-,114.10836600000005,22.511880000000076
North,Fanling Lung Fung,"No.23 Yip Cheong Street, Fanling",北區,粉嶺龍豐,粉嶺業暢街23號,北区,粉岭龙丰,粉岭业畅街23号,0,0,0,0,0,4,0,0,0,-,-,114.14467600000012,22.493040000000065
North,Choi Yuen Car Park A ,"Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui, New Territories",北區,彩園A停車場,新界上水彩園路8號彩園廣場,北区,彩园A停车场,新界上水彩园路8号彩园广场,0,9,0,0,0,0,0,0,0,-,-,114.12664200000006,22.500856000000056
North,YUNG SHING COURT,"FAI MING ROAD, NORTH",北區,雍盛苑,北區 暉明路,北区,雍盛苑,北区 晖明路,0,0,0,0,2,2,0,0,0,-,-,114.1374800000001,22.482563000000027
Tai Po,Tai Wo Car Park B ,"Tai Wo Plaza, 12 Tai Wo Road, Tai Po, New Territories",大埔區,太和B停車場,新界大埔太和路12號太和廣場,大埔区,太和B停车场,新界大埔太和路12号太和广场,0,0,0,0,0,0,3,0,0,-,-,114.1607600000001,22.450499000000036
Tai Po,Tai Wo Car Park A ,"Tai Wo Plaza, 12 Tai Wo Road, Tai Po, New Territories",大埔區,太和A停車場,新界大埔太和路12號太和廣場,大埔区,太和A停车场,新界大埔太和路12号太和广场,0,18,0,6,0,2,0,0,8,Tesla Wall Connector / Supercharger,-,114.16217100000006,22.45140900000007
Tai Po,UPTOWN PLAZA BLOCK 1,"NAM WAN ROAD, TAI PO",大埔區,新達廣場,大埔 南運路,大埔区,新达广场,大埔 南运路,0,0,0,0,0,0,0,0,0,-,-,114.1688210000001,22.443940000000055
Tai Po,Po Heung Estate Car Park,"No.1 Po Heung Street, Tai Po, N.T",大埔區,寶鄉邨停車場,新界大埔寶鄉街1號,大埔区,宝乡邨停车场,新界大埔宝乡街1号,8,3,0,0,0,0,0,0,0,-,-,114.16527100000008,22.446863000000064
Tai Po,Tai Po Mega Mall,8 On Pong Rd,大埔區,大埔超級城,大埔安邦路8號,大埔区,大埔超级城,大埔安邦路8号,2,0,0,0,0,0,2,0,0,-,-,114.17077900000004,22.452035000000024
Tai Po,Tai Po Sports Ground,"21 Tai Po Tau Road, Tai Po",大埔區,大埔運動場停車場,大埔頭路21 號,大埔区,大埔运动场停车场,大埔头路21 号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.16218100000003,22.45538300000004
Tai Po,Tai Po Complex Car Park,"No. 8 Heung Sze Wui Street, Tai Po",大埔區,大埔綜合大樓停車場,大埔鄉事會街8號,大埔区,大埔综合大楼停车场,大埔乡事会街8号,0,5,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.16671800000006,22.446348000000057
Tai Po,Fu Shin Car Park ,"Fu Shin Shopping Centre, 12 On Po Road, Tai Po, New Territories",大埔區,富善停車場,新界大埔安埔路12號富善商場,大埔区,富善停车场,新界大埔安埔路12号富善商场,0,18,0,7,1,1,0,0,4,Tesla Wall Connector / Supercharger,-,114.17414300000007,22.45354800000007
Tai Po,Kwong Fuk Park,"Kwong Chun Street, Tai Po",大埔區,廣福公園停車場,大埔廣進街,大埔区,广福公园停车场,大埔广进街,0,5,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json,114.17477400000007,22.44554100000005
Tai Po,Fu Tip Estate,Choi Tip Street; near Ban Tip House ,大埔區,富蝶邨,彩蝶街，近斑蝶樓,大埔区,富蝶邨,彩蝶街，近斑蝶楼,3,0,0,0,0,0,0,0,0,-,-,114.17364100000009,22.461560000000077
Tai Po,Fu Tip Estate (Phase 2),"Choi Tip St, Tai Po",大埔區,富蝶邨 第二期,彩蝶街,大埔区,富蝶邨 第二期,彩蝶街,0,19,0,0,0,0,0,0,0,-,-,114.17676300000005,22.46288400000003
Tai Po,Tai Po Tung Cheong Street Leisure Building,"Tung Cheung Street, Tai Po Market, Tai Po, New Territories",大埔區,大埔東昌街康體大樓,新界大埔大埔墟東昌街,大埔区,大埔东昌街康体大楼,新界大埔大埔墟东昌街,0,60,0,0,0,0,0,0,0,-,-,114.17031100000008,22.449538000000075
Tai Po,Ming Nga Court,"7 On Po Ln, Tai Po",大埔區,明雅苑,安保里7號,大埔区,明雅苑,安保里7号,0,12,0,0,0,0,0,0,0,-,-,114.17501500000003,22.452517000000057
Tai Po,Richwood Park,"33, Lo Fai Rd, Tai Po",大埔區,嘉豐花園,大埔露輝路33號,大埔区,嘉丰花园,大埔露辉路33号,0,16,0,0,0,2,0,0,0,-,-,114.19535500000006,22.46400200000005
Tai Po,Royal China Aqua Garden,"Sam Mun Tsai Rd, Tai Po",大埔區,皇朝明珠,大埔三門仔路,大埔区,皇朝明珠,大埔三门仔路,0,0,0,0,0,0,0,0,0,-,-,114.21432900000002,22.456747000000064
